V1	V2
ZC3H18.AS1	grey
KIAA1683	skyblue
ZNF665	grey
DNM3OS	grey
MAGI1.IT1	darkslateblue
DNAJC27.AS1	grey
LINC01909	violet
KRT80	darkslateblue
COL11A2	greenyellow
SCG3	grey
SPATC1	grey
PILRA	lightcyan
SFTPD	grey
ARSD.AS1	midnightblue
IL15RA	grey
C5AR1	honeydew1
SYCE2	grey
ABCC2	grey
GATA4	grey
ZNF878	grey
LOC100506098	orangered4
PITPNM2.AS1	lightcyan
LOC102724593	grey
ANKDD1B	grey
LINC02159	grey
COLGALT2	grey
SLIT1	green
PRSS12	black
PROSER2.AS1	grey
CUBN	green
PTPRG	grey
DTX1	salmon
LOC101927066	white
ZNF660	darkred
PLIN4	grey
PGGHG	darkslateblue
SYTL1	darkslateblue
ECM2	darkslateblue
PPIEL	darkslateblue
SERPINE3	grey
PCDHB17P	grey
SORBS2	white
PHLDA1	darkred
L1TD1	grey
LOC101927932	skyblue3
SCN3B	grey
PRSS23	black
LINC02363	grey
HVCN1	grey
CCDC141	grey
PYCARD	greenyellow
LYPD5	grey
ELOA2	grey
LOC101928855	royalblue
TBC1D7.LOC100130357	grey
CCDC13	grey
MAP7D2	grey
SFTPB	lightsteelblue1
LINC00884	grey
LINC02102	grey
LINC00323	grey
PLXNA4	grey
LINC02175	grey
HOXC.AS2	grey
MCRIP2	darkslateblue
SETBP1	darkmagenta
MAPK15	grey
PLXNA2	darkgrey
CTAGE15	grey
NOD2	skyblue3
RTN4RL2	grey
NHLH1	grey
SLC27A5	darkslateblue
BCL6B	grey
ASPHD1	grey
AHRR	grey
TMEM121	darkslateblue
AZGP1P1	grey
RORA.AS1	grey
FBXL22	grey
LOC91450	grey
NDUFA11	darkslateblue
KCNK7	darkslateblue
HOXC8	grey
LINC00907	grey
AOC3	grey
ENKUR	darkslateblue
RNF224	green
GPRC5A	black
FANK1	greenyellow
CEP112	grey
PLAUR	grey
COL6A1	greenyellow
LOC101928098	darkslateblue
PCDHGB1	grey
LDLRAD2	grey
THRB.AS1	violet
ZBTB20.AS1	grey
MBNL1.AS1	green
MEX3B	lightyellow
LINC00886	brown4
ASIC3	grey
BTBD19	grey
PLCD1	darkslateblue
ST3GAL6.AS1	green
LINC01852	grey
FAM95C	plum2
GOLGA8IP	greenyellow
ETHE1	darkslateblue
CCNJL	grey
LOC101928718	grey
MDK	grey
LOC101929657	grey
LOC643387	grey
CPQ	grey
LOC101929595	grey
AIFM3	grey
FAM218A	darkred
ABAT	grey
FKBP9P1	grey
BEX2	green
TMEM40	darkslateblue
SSBP4	darkslateblue
CATSPER2	grey
SCARF1	grey
ALG1L	brown4
GLIPR1	navajowhite2
CLYBL.AS2	darkslateblue
OXCT2	grey
ACSM1	grey
ANKRD20A8P	grey
SERPINF1	grey
PLA2G10	saddlebrown
TLE6	darkslateblue
ATP2A1.AS1	darkslateblue
LOC101927919	violet
CCNI2	navajowhite2
LOC105373383	darkslateblue
SEC14L5	maroon
TSPYL6	salmon4
GRPR	grey
FLVCR1.AS1	grey
LMTK3	darkslateblue
SH2D1B	grey
IRF5	grey
EYA4	grey
LRRIQ3	grey
APOL6	salmon4
CAMK2A	grey
LOC101927354	grey
EMILIN1	grey
APRT	darkslateblue
FAM186A	darkorange2
CA1	grey
CCDC144B	brown4
LOC105376671	grey
ST3GAL2	black
ZNF662	grey
CNGA1	yellow
INHBC	grey
CNRIP1	grey
CHD5	darkslateblue
NXPE4	grey
IGDCC4	grey
SPART.AS1	grey
LOC100652999	grey
SPEF1	darkslateblue
LOC93463	grey
LOC101926889	violet
LOC100507156	white
DISP2	grey
DPY19L2	paleturquoise
DIRC3	grey
SLCO4C1	grey
LINC02289	grey
ACTG1P17	grey
LOC105371328	grey
TDRP	grey
C21orf62	brown4
TUB	pink
LOC105369192	grey
PRODH	darkslateblue
CRYM.AS1	darkslateblue
TMEM191C	darkslateblue
CD6	grey
OPN1SW	grey
RPGRIP1	grey
BARX2	grey
FREM2	lightyellow
LOC100506125	grey
HID1	grey
LRRC34	grey
CALML3.AS1	grey
NDST3	grey
ATOH8	bisque4
CDIPT.AS1	grey
LINC00052	darkorange2
LOC105369509	grey
LOC105372633	grey
LTK	grey
MSMB	darkslateblue
NTF3	cyan
OTOF	grey
SLC10A4	greenyellow
SCN11A	white
ZKSCAN7	darkslateblue
CDRT4	grey
PALM2.AKAP2	grey
OSMR	grey
RASL11A	grey
AKR1C1	grey
FAM35BP	grey
LOC653080	darkolivegreen
ERICH6.AS1	grey
GAD1	grey
LOC105378853	salmon4
SCRT1	grey
CNTNAP3P2	royalblue
TAS2R5	grey
FSTL3	darkslateblue
GSPT2	darkred
ADGRA2	grey
CDC37L1.AS1	darkslateblue
SIX2	grey
ANKRD20A1	darkslateblue
RNF217.AS1	grey
LRRC63	lightyellow
KIAA1614	plum1
MIR3936HG	grey
PKD1L2	grey
SLC2A1.AS1	greenyellow
SMIM17	grey
MATN2	grey
LGI4	grey
RNF138P1	grey
TRIM69	grey
P2RY2	darkslateblue
SETDB2.PHF11	grey
GPRASP2	grey
LOC102723885	royalblue
RNF112	grey
LOC100499484	grey
LOC102723566	grey
ZNF524	darkslateblue
ELOVL4	yellow
AGBL3	grey
BEX4	grey
GPR34	darkslateblue
LOC101929524	grey
TNK2.AS1	grey
CASP4	lightcyan
FAS	grey
MGAM	grey
PPP1R14C	grey
C2orf71	green
COL6A4P1	grey
DGCR9	grey
LINC00486	grey
LINC01603	grey
NPTX2	grey
RGS8	grey
TMEM145	darkslateblue
CDKN2A.AS1	grey
MCOLN2	darkslateblue
MBL1P	grey
LOC101593348	grey
NLRP9	grey
RECK	green
PEAR1	grey
CSF1	salmon4
GAL3ST1	grey
CCDC69	grey
KCNK5	salmon
CACNA2D2	grey
KRT8	darkslateblue
RAI1.AS1	darkslateblue
KLC3	grey
LOC101927189	lightcyan1
DPYSL3	grey
THSD4	grey
RPS28	darkslateblue
ZNF442	grey
LOC100506124	brown4
GTF3C2.AS1	grey
MUC20	grey
DNASE1L2	darkslateblue
COL9A2	grey
PCDHGA2	violet
LOC101927668	grey
PID1	lightgreen
KCNK12	ivory
NEURL1	grey
LOC100507002	lavenderblush3
TAF7L	grey
CEBPA.AS1	darkslateblue
LOC254896	grey
DIRAS1	orange
GUCY1B3	grey
PRKAA2	grey
COL1A1	greenyellow
LOC101929536	grey
LOC105369391	grey
GRAP2	grey
PRDM6	grey
TSPAN11	grey
HCG26	maroon
WDR97	grey
GSDMD	darkolivegreen
BTBD9.AS1	darkslateblue
CPA4	darkolivegreen
SPAG4	darkslateblue
LINC01910	grey
LOC101928295	grey
MUSTN1	grey
NOXO1	darkslateblue
PLAT	magenta
ADGRD1	grey
AMER2	grey
EFCAB8	grey
GALNT8	grey
GRID2	grey
IL33	grey
KRT2	saddlebrown
KRTAP5.1	grey
LOC100130370	grey
MSTN	grey
MTVR2	grey
NYAP1	cyan
OPRD1	grey
OR52W1	floralwhite
OR7D2	grey
RBM46	darkgrey
RHOXF2	grey
RHOXF2B	grey
RSPH9	darkslateblue
VSIG2	grey
XXYLT1.AS2	darkslateblue
LOC101928404	grey
CCDC106	grey
SDSL	violet
KIAA1324L	grey
HEY1	grey
SH3GL1P2	grey
DUSP5	green
FAM201B	grey
PLCD3	grey
KCNG2	grey
METTL24	grey
CTHRC1	grey
SVOPL	green
C3orf18	grey
LOC101927516	grey
RAB17	yellow
TP73	darkturquoise
MST1L	grey
ITGB2	grey
TCN2	grey
LDLRAD4.AS1	brown4
PP14571	grey
MIR4458HG	grey
DCDC1	grey
KCNH1	orange
LINC01460	grey
SLC16A3	darkslateblue
C12orf71	grey
SSPO	grey
PSMB8.AS1	maroon
LINC01348	grey
TERT	grey
RASSF2	lightyellow
FNDC5	grey
AADAC	grey
CLMAT3	grey
GYS2	grey
LOC284930	yellow
MEOX2	grey
SFRP5	grey
STK32A.AS1	thistle1
TMEM225B	grey
UPK3A	darkslateblue
VSX1	grey
VLDLR.AS1	grey
ANO1	grey
ETV4	grey
OSCAR	grey
GDPD2	grey
TULP1	darkslateblue
ALX3	grey
HOXC.AS1	darkslateblue
NUDT22	darkslateblue
PYCARD.AS1	darkslateblue
MEGF6	grey
LINC02433	grey
CLDN2	grey
BCAS4	ivory
PLA2R1	darkmagenta
PLIN1	grey
FLJ12825	grey
MCF2L.AS1	darkturquoise
LYL1	grey
ANGPT4	grey
COL26A1	thistle1
CRYBA2	grey
SASH3	grey
SMIM6	grey
TNFRSF10C	darkslateblue
TRERF1	grey
LOC101927043	skyblue
CLIC5	grey
ATP6V0D2	grey
HAO1	green
IRS4	grey
LOC388780	palevioletred3
PREX2	grey
WDR64	grey
SLC52A1	grey
FGF14	grey
LOC100129203	green
LINC01778	grey
CCNO	darkslateblue
JAM2	grey
NUDT8	darkslateblue
TGFBR2	grey
TRH	grey
LPAR6	grey
NAIP	darkslateblue
FAM131C	grey
ALOXE3	violet
PCDHGB4	grey
CKB	darkslateblue
TTYH2	grey
PSTPIP1	grey
CITED1	grey
SH3KBP1	orangered4
ABCC6	grey
BSCL2	darkslateblue
FZD7	green
TTC9	darkgrey
LOC101927278	grey
ABLIM3	grey
ELF5	green
INHBA.AS1	lightsteelblue1
HIST3H2A	darkslateblue
RALGPS2	grey
LEFTY1	grey
SEMA6A.AS2	brown4
SLC22A13	grey
LRRC66	darkgreen
PKD1L1	grey
MB	salmon
MYOZ3	grey
NDP	grey
USH2A	brown4
DDX43	grey
CPB2	grey
TMPRSS2	darkslateblue
CATSPERG	ivory
RIPOR3	darkslateblue
ERAP2	grey
CHST5	grey
TBXA2R	darkslateblue
LETM2	grey
TBC1D3H	grey
PTPRC	grey
ZNF542P	grey
ANTXR2	darkslateblue
LOC101927692	grey
PCDHGA1	grey
SOX6	green
TRIM74	grey
ST6GAL2	darkgrey
MED14OS	greenyellow
RUNDC3B	darkslateblue
SNORD3A	grey
MIF	darkslateblue
FZD9	grey
VPREB3	darkslateblue
OXCT1.AS1	grey
RASL10B	darkslateblue
HAL	grey
ZNF750	pink
MRPS12	darkslateblue
VWC2L	darkslateblue
BNIPL	floralwhite
NETO2	grey
COL12A1	grey
ZNF467	plum1
PRDM11	midnightblue
ERVH48.1	grey
FRMPD1	grey
LOC102724156	grey
LOC101928238	green
FIGNL2	darkturquoise
LINC00862	grey
MLLT11	paleturquoise
PSD	grey
C2orf66	grey
PCDHGB6	grey
TSTD1	darkslateblue
MLLT3	grey
LOC110091777	grey
EML5	grey
MYH16	grey
FAM156A	darkslateblue
MCF2L2	grey
MEF2B	grey
ANKRD31	grey
LOC401554	grey
SYNC	brown4
IFI30	darkslateblue
OXER1	grey
LINC01006	grey
CCDC144NL.AS1	grey
GRHL3	grey
LINC01208	grey
DNM1P35	grey
CRIP2	darkslateblue
MAGI1.AS1	white
LOC100128979	grey
LRRTM3	grey
TGFB2	grey
FABP5	grey
C5orf49	saddlebrown
NOTCH3	grey
IPCEF1	grey
PTGES3L.AARSD1	grey
MCAM	green
IER5L	darkslateblue
DMD	green
SLC16A11	greenyellow
TMEM236	grey
DNAH11	brown4
FZD2	saddlebrown
PDC	darkslateblue
RTN2	darkslateblue
C11orf42	grey
GFPT2	lightgreen
BGLAP	grey
LINC01023	darkslateblue
CDH4	grey
LOC100288846	grey
MBP	grey
TYMSOS	ivory
HDAC9	royalblue
RPL35	darkslateblue
BOLA3.AS1	green
DOCK11	grey
SHANK2.AS1	brown4
GPR68	grey
BLOC1S1.RDH5	grey
C1QTNF9B	grey
ALS2CR12	brown4
RGS6	magenta
SLC26A4	grey
TFEB	darkslateblue
RBPMS	grey
WFIKKN1	darkslateblue
PCDHB15	greenyellow
THEMIS2	grey
JCAD	grey
GGT7	skyblue
RIPOR2	grey
PRTFDC1	green
DUXAP8	grey
IL12A	grey
CARNS1	grey
FMO6P	lightcyan1
CNMD	grey
C9orf24	grey
C2orf48	grey
SHOX2	darkseagreen4
ASPRV1	saddlebrown
TTC34	darkslateblue
ADAMTS6	grey
HHIP	grey
C9orf170	green
FOXH1	grey
SLC16A6	grey
MIP	grey
RASD2	green
LOC440934	grey
ABHD12B	grey
PDE6B	cyan
ZNF177	grey
KEL	royalblue
PIANP	cyan
C2	grey
MGMT	darkslateblue
GGN	navajowhite2
EIF4EBP1	darkslateblue
SEZ6L2	grey
PIP5KL1	pink
PACSIN1	grey
SESN3	green
SRRM3	greenyellow
TET1	pink
GSTO2	pink
UBE2Q1.AS1	grey
AMBP	yellow
CATIP.AS2	grey
GCM1	pink
LINC01914	grey
LINGO3	grey
MTNR1A	grey
PRB1	grey
SFTPA2	grey
SH3GL2	grey
SKINT1L	grey
SYT14	grey
TNFSF8	grey
ACRBP	grey
PCDHB18P	greenyellow
RNF222	grey
CTGF	darkmagenta
MYBL1	green
GPM6B	green
CRYAB	green
LOC100130548	grey
CEMIP	grey
MAN1A1	grey
PRR29	darkslateblue
GOLT1A	orangered4
ZNF521	green
AGAP12P	grey
TIGD5	darkslateblue
HSH2D	grey
CAMK2N2	greenyellow
SH3RF3	ivory
FAM174B	grey
APBA1	green
PSMB10	darkslateblue
SPACA5	darkslateblue
A2M.AS1	darkslateblue
PPT2.EGFL8	grey
DSC1	grey
IER3	darkslateblue
STXBP5.AS1	grey
MAMSTR	greenyellow
GP1BA	royalblue
PKP1	green
B2M	magenta
LOC105373064	grey
LOC105375787	white
RAB38	grey
NOXA1	darkslateblue
LOC110384692	darkslateblue
LINC02381	grey
CSNK1A1P1	royalblue
KRTAP5.10	grey
RDH10.AS1	grey
SAMD9L	magenta
WHAMMP3	darkolivegreen
TRIM34	grey
PNPLA3	grey
TMEM173	grey
CNTD2	grey
STPG3.AS1	darkslateblue
RPA4	yellow
IRS1	grey
ZNF608	darkslateblue
PCED1B	grey
MMP21	royalblue
CD109	darkseagreen4
GRK3	grey
LYPD1	grey
MUC5B	white
IL20RB	grey
MPIG6B	darkslateblue
MTTP	grey
GRIP2	grey
GPR35	grey
TMEM150C	grey
PPEF1	grey
PLXDC2	grey
PAPSS2	grey
TMC6	darkslateblue
PAQR8	grey
TMOD2	darkslateblue
ASB15	grey
DSPP	grey
IGLON5	greenyellow
LINC01559	grey
LINC02145	grey
12-Sep	grey
SIGLEC16	grey
LINC02532	grey
STMN3	greenyellow
ATP8A1	grey
P2RX7	green
RASA4CP	grey
DIO1	grey
LINC00854	grey
ALMS1P1	grey
KLF9	grey
GPX7	grey
LINC02256	darkslateblue
ARHGEF25	grey
LINC00954	grey
EDN1	lightcyan1
EPB41L4A.AS2	grey
GRAMD2A	grey
JPH4	palevioletred3
CYC1	darkslateblue
MACROD1	darkslateblue
C12orf75	skyblue3
MATN1	grey
CCDC74B	grey
GNMT	darkslateblue
LOC100288911	greenyellow
COL5A2	grey
NEXN	grey
LOXL1	greenyellow
AP2S1	darkslateblue
H3F3A	darkslateblue
IL17RD	lightcyan
NME3	darkslateblue
NMNAT2	grey
CDK6	grey
ATP6V1C2	white
MLIP	lightcyan1
EMP3	greenyellow
EFCAB5	grey
SMIM3	grey
CTXN2	grey
BIK	darkslateblue
WLS	grey
LOC100506497	grey
CPSF4L	grey
LINC02246	grey
F2R	grey
KIF7	plum1
DDX11L9	grey
CDH26	grey
CASP1	lightcyan
STAC3	grey
KCNC3	grey
LOC101928731	darkslateblue
PCDHA8	grey
KCNIP2.AS1	grey
AKAP3	saddlebrown
ECM1	grey
LOC102724784	brown4
FTCD	grey
LINC01725	grey
NME1.NME2	darkslateblue
NEFH	grey
FGF7	darkgrey
PDGFD	grey
TMEM92.AS1	darkolivegreen
LOX	green
LINC02012	grey
SSPN	grey
GPR3	salmon
IL6R	grey
LOC100133286	ivory
DAPP1	green
CCDC192	grey
TMC1	grey
BCRP3	grey
ITPR1.AS1	salmon4
FRY.AS1	lightgreen
HRH1	green
CES4A	grey
LINC00571	darkslateblue
STARD4	grey
WASIR2	darkslateblue
SPATA12	grey
TIAF1	orangered4
CFP	plum1
LOC100268168	grey
OSGIN1	darkslateblue
PTGDR2	grey
FOXD4L6	grey
NPL	grey
LOC101929526	darkslateblue
RAD21.AS1	grey
DPF1	darkturquoise
CNGA4	grey
MESP2	grey
S100A6	darkslateblue
ASPN	darkslateblue
ADORA1	green
FAM221A	grey
EEF1DP3	orange
ADAM33	greenyellow
OXTR	grey
C3AR1	cyan
INPP5J	orangered4
LINC00926	lightgreen
ZC3H12B	darkslateblue
HERC5	magenta
LOC100506258	grey
CCDC154	darkslateblue
VSIR	grey
MROH6	darkslateblue
ATP6V1B1	salmon
CABP7	grey
MED12L	darkred
LINC01607	grey
RNA5.8SN4	grey
RNA5.8SP9	grey
ALDH1L2	grey
NREP	pink
LINC00942	grey
SLC37A2	grey
MYB	grey
SSBP3.AS1	pink
C14orf159	grey
GRID2IP	grey
LOC101929552	greenyellow
KCTD19	plum2
CD163L1	grey
LOC339874	darkslateblue
CAPG	darkslateblue
GJA9.MYCBP	darkslateblue
LINC00680.GUSBP4	grey
LIME1	darkslateblue
NEAT1	darkslateblue
AOX1	grey
SLC12A5	grey
ZYG11A	grey
LINC00960	navajowhite2
FAM46C	grey
VWA2	grey
ADAMTS1	darkslateblue
BEND7	palevioletred3
CSPG5	grey
PPP1R12A.AS1	grey
SLA	grey
PDGFA	grey
ALDH3B2	yellow
MPP2	brown4
GJC2	darkslateblue
CCDC180	grey
LINC01270	royalblue
MFSD4A	grey
PHPT1	darkslateblue
GTSE1.AS1	grey
FBXO17	salmon
LOC105369340	green
REC8	magenta
EFHC2	grey
LINC02003	grey
PDZRN3.AS1	grey
TYMP	violet
CYP2J2	grey
TSPAN15	darkslateblue
SLC40A1	grey
C1orf228	grey
SIRPA	grey
SLCO4A1	grey
LOC100129148	grey
TRPV6	yellow
ANKRD65	grey
EID2B	grey
ABCG5	white
IQCJ.SCHIP1	navajowhite2
LRRN2	salmon
NUDT1	darkslateblue
B9D2	darkslateblue
BDNF	grey
GSTP1	midnightblue
APOBEC3B	darkgreen
LINC01637	grey
GCOM1	saddlebrown
MIXL1	grey
P4HTM	grey
TBKBP1	darkslateblue
LOC100506691	darkred
SLC9A3.AS1	yellow
MEIOC	grey
RINL	greenyellow
TMEM217	grey
CNBD2	grey
NTN1	grey
EME2	grey
C5orf56	magenta
SCN5A	grey
ARHGAP9	greenyellow
FAM50B	darkslateblue
TGM1	bisque4
FBXO6	darkslateblue
HAP1	grey
LOC100506076	royalblue
LOC102723360	grey
TACC1	black
FTH1P3	darkslateblue
FAM72C	darkslateblue
SPDYE2	darkslateblue
SPDYE2B	darkslateblue
LYN	grey
LINC01136	grey
